ChangeSet	RunIndex	Tool	Size	Query	PhaseName	Iteration	MetricName	MetricValue
fixed	5	EMFIncQuery-Incremental	1	PosLength	recheck	10	time	1209
fixed	5	EMFIncQuery-Incremental	1	PosLength	recheck	10	memory	53129136
fixed	5	EMFIncQuery-Incremental	1	PosLength	repair	1	time	538378
fixed	5	EMFIncQuery-Incremental	1	PosLength	repair	1	memory	51807936
fixed	5	EMFIncQuery-Incremental	1	PosLength	repair	2	time	407823
fixed	5	EMFIncQuery-Incremental	1	PosLength	repair	2	memory	51807936
fixed	5	EMFIncQuery-Incremental	1	PosLength	repair	3	time	376337
fixed	5	EMFIncQuery-Incremental	1	PosLength	repair	3	memory	53129136
fixed	5	EMFIncQuery-Incremental	1	PosLength	repair	4	time	394030
fixed	5	EMFIncQuery-Incremental	1	PosLength	repair	4	memory	53129136
fixed	5	EMFIncQuery-Incremental	1	PosLength	repair	5	time	133023
fixed	5	EMFIncQuery-Incremental	1	PosLength	repair	5	memory	53129136
fixed	5	EMFIncQuery-Incremental	1	PosLength	repair	6	time	1321
fixed	5	EMFIncQuery-Incremental	1	PosLength	repair	6	memory	53129136
fixed	5	EMFIncQuery-Incremental	1	PosLength	repair	7	time	1296
fixed	5	EMFIncQuery-Incremental	1	PosLength	repair	7	memory	53129136
fixed	5	EMFIncQuery-Incremental	1	PosLength	repair	8	time	1492
fixed	5	EMFIncQuery-Incremental	1	PosLength	repair	8	memory	53129136
fixed	5	EMFIncQuery-Incremental	1	PosLength	repair	9	time	1215
fixed	5	EMFIncQuery-Incremental	1	PosLength	repair	9	memory	53129136
fixed	5	EMFIncQuery-Incremental	1	PosLength	repair	10	time	1312
fixed	5	EMFIncQuery-Incremental	1	PosLength	repair	10	memory	53129136
fixed	1	EMFIncQuery-Incremental	2	PosLength	check	0	rss	116
fixed	1	EMFIncQuery-Incremental	2	PosLength	recheck	1	rss	106
fixed	1	EMFIncQuery-Incremental	2	PosLength	recheck	2	rss	96
fixed	1	EMFIncQuery-Incremental	2	PosLength	recheck	3	rss	86
fixed	1	EMFIncQuery-Incremental	2	PosLength	recheck	4	rss	76
fixed	1	EMFIncQuery-Incremental	2	PosLength	recheck	5	rss	66
fixed	1	EMFIncQuery-Incremental	2	PosLength	recheck	6	rss	56
fixed	1	EMFIncQuery-Incremental	2	PosLength	recheck	7	rss	46
fixed	1	EMFIncQuery-Incremental	2	PosLength	recheck	8	rss	36
fixed	1	EMFIncQuery-Incremental	2	PosLength	recheck	9	rss	26
fixed	1	EMFIncQuery-Incremental	2	PosLength	recheck	10	rss	16
fixed	1	EMFIncQuery-Incremental	2	PosLength	read	0	time	1029761682
fixed	1	EMFIncQuery-Incremental	2	PosLength	read	0	memory	42428376
fixed	1	EMFIncQuery-Incremental	2	PosLength	check	0	time	43940
fixed	1	EMFIncQuery-Incremental	2	PosLength	check	0	memory	42428376
fixed	1	EMFIncQuery-Incremental	2	PosLength	recheck	1	time	3158
fixed	1	EMFIncQuery-Incremental	2	PosLength	recheck	1	memory	42428376
fixed	1	EMFIncQuery-Incremental	2	PosLength	recheck	2	time	1450
fixed	1	EMFIncQuery-Incremental	2	PosLength	recheck	2	memory	42428376
fixed	1	EMFIncQuery-Incremental	2	PosLength	recheck	3	time	1498
fixed	1	EMFIncQuery-Incremental	2	PosLength	recheck	3	memory	43749576
fixed	1	EMFIncQuery-Incremental	2	PosLength	recheck	4	time	1284
fixed	1	EMFIncQuery-Incremental	2	PosLength	recheck	4	memory	43749576
fixed	1	EMFIncQuery-Incremental	2	PosLength	recheck	5	time	1359
fixed	1	EMFIncQuery-Incremental	2	PosLength	recheck	5	memory	43749576
fixed	1	EMFIncQuery-Incremental	2	PosLength	recheck	6	time	1419
fixed	1	EMFIncQuery-Incremental	2	PosLength	recheck	6	memory	43749576
fixed	1	EMFIncQuery-Incremental	2	PosLength	recheck	7	time	1269
fixed	1	EMFIncQuery-Incremental	2	PosLength	recheck	7	memory	43749576
fixed	1	EMFIncQuery-Incremental	2	PosLength	recheck	8	time	1294
fixed	1	EMFIncQuery-Incremental	2	PosLength	recheck	8	memory	43749576
fixed	1	EMFIncQuery-Incremental	2	PosLength	recheck	9	time	1339
fixed	1	EMFIncQuery-Incremental	2	PosLength	recheck	9	memory	43749576
fixed	1	EMFIncQuery-Incremental	2	PosLength	recheck	10	time	2352
fixed	1	EMFIncQuery-Incremental	2	PosLength	recheck	10	memory	43749576
fixed	1	EMFIncQuery-Incremental	2	PosLength	repair	1	time	2675498
fixed	1	EMFIncQuery-Incremental	2	PosLength	repair	1	memory	42428376
fixed	1	EMFIncQuery-Incremental	2	PosLength	repair	2	time	721933
fixed	1	EMFIncQuery-Incremental	2	PosLength	repair	2	memory	42428376
fixed	1	EMFIncQuery-Incremental	2	PosLength	repair	3	time	628234
fixed	1	EMFIncQuery-Incremental	2	PosLength	repair	3	memory	43749576
fixed	1	EMFIncQuery-Incremental	2	PosLength	repair	4	time	649155
fixed	1	EMFIncQuery-Incremental	2	PosLength	repair	4	memory	43749576
fixed	1	EMFIncQuery-Incremental	2	PosLength	repair	5	time	552217
